TV,Radio,Social Media,Sales,ROI,Influencer_Mega,Influencer_Micro,Influencer_Nano
43.0,18.23019243,4.079293023,155.5991953,2.3824899893289926,False,False,True
75.0,23.62623841,6.199769157,263.0206872,2.5091167097238647,True,False,False
79.0,23.51057067,2.188926056,281.5789422,2.6894011051160627,False,False,False
65.0,24.56354623,3.41966808,231.6700477,2.4915254803692535,False,False,False
43.0,12.84212842,2.593697318,148.7069665,2.544791052782162,False,False,False
82.0,27.64758545,5.611221835,294.9524151,2.559044484736618,False,False,False
68.0,21.63920124,3.223647705,242.8248811,2.6148764964535838,False,True,False
98.0,37.57095206,8.529604366,351.7730679,2.441163841588954,True,False,False
26.0,10.59953251,0.679275349,91.92229739,2.465805712931556,False,False,False
10.0,6.145248262,1.591116473,32.56682505,1.8361612166068257,False,False,False
53.0,34.85963715,7.781416681,318.9697838,3.335071823483116,True,False,False
32.0,0.627618771,2.676075167,115.2625668,3.2648868699808857,False,True,False
29.0,8.852094414,0.041494349,101.8731014,2.6883994027894973,False,False,False
32.0,11.52414895,2.566791358,111.8997121,2.427802760200524,True,False,False
29.0,14.4341063,0.463277331,104.3526653,2.377195556281558,False,False,False
91.0,40.10852728,7.236170474,326.3817124,2.359192059390388,True,False,False
83.0,34.28141179,8.697487404,300.7305325,2.387150026107887,False,False,True
72.0,23.92269582,3.373809656,255.1551652,2.569628850248623,True,False,False
47.0,24.16913194,2.087910259,161.7170871,2.2075295732074687,False,True,False
10.0,3.455868379,2.400118071,39.62567824,2.4990988964928134,False,True,False
49.0,10.06762616,1.729667405,169.0081129,2.7798624410691724,False,False,False
14.0,5.197856187,0.413965989,50.98848158,2.599884963386892,True,False,False
20.0,10.75005058,2.442173814,70.47172273,2.123139500790397,False,False,False
17.0,10.44745162,3.356106421,58.59009126,1.9020559632109935,False,False,True
68.0,29.8927411,6.096743741,237.7721637,2.28650198684563,True,False,False
91.0,25.04555745,6.109369688,322.1004964,2.636819520477622,False,False,False
52.0,17.11323977,2.638642418,181.0796122,2.5236914583724226,True,False,False
41.0,3.921540021,2.527850591,145.9192,3.0752597265832295,False,False,True
65.0,11.65648785,0.358471532,228.5646491,2.9677954897866288,False,True,False
82.0,31.60769079,3.952448108,288.9822393,2.458165174087901,True,False,False
14.0,18.64944183,4.529927084,49.81567405,1.339874115809474,True,False,False
84.0,31.26640836,8.080731556,299.099052,2.4248559975017487,False,False,True
99.0,30.14056912,6.546158024,351.3598902,2.589493442694015,True,False,False
15.0,2.234293408,1.07771826,55.00971238,3.0040234452301466,True,False,False
64.0,24.69852188,6.741382758,223.0991462,2.337587689826459,False,True,False
70.0,15.2477262,4.587703384,247.1394014,2.751023761387082,False,False,False
77.0,26.82235002,5.514187222,274.7071,2.5124913128717177,False,False,True
81.0,20.39194685,3.212250256,289.1757587,2.764475677844605,False,False,False
46.0,17.79013454,4.117631989,168.0365387,2.4744818934405686,False,True,False
53.0,6.48229344,0.866844994,91.17721555,1.5108287858941798,False,False,False
56.0,25.27608704,3.239265214,198.3215216,2.346573921906759,True,False,False
98.0,33.05515873,6.063457718,349.7452965,2.5506769653895622,True,False,False
47.0,18.2339617,0.827545346,166.1372196,2.5148869141649346,True,False,False
18.0,8.808702773,2.414186295,59.28931563,2.028865643367332,False,False,True
77.0,22.9553127,2.642504816,272.6321364,2.657289823513871,True,False,False
22.0,6.041725794,2.136632357,77.41731834,2.5653257195979915,True,False,False
99.0,37.7178052,3.590086383,349.4239745,2.490408561896863,False,False,True
36.0,9.096779889,3.81883449,127.0926738,2.598202545618281,True,False,False
12.0,1.648197979,1.30572513,43.06509252,2.87985247791473,True,False,False
94.0,47.11629339,9.322957802,336.5934202,2.237404251437136,False,True,False
97.0,39.23230636,3.698661076,345.3131637,2.46773941485065,False,False,True
44.0,16.91203429,4.034660177,154.2065565,2.3743557353539178,False,False,False
86.0,31.52189727,6.398283645,304.7437748,2.4591940759756596,True,False,False
93.0,33.05945096,5.78929841,335.2090696,2.5423757995559066,False,True,False
30.0,10.64510759,1.915517115,104.1809671,2.447825139365515,False,False,False
32.0,0.758066665,2.359200238,112.269694,3.1969940687613425,True,False,False
29.0,2.172596338,4.208324504,103.6348659,2.9291172596326858,True,False,False
72.0,25.40659637,3.215455403,262.4011715,2.6077899116186605,False,True,False
14.0,8.001265854,4.18783431,51.44298395,1.9642898621127287,False,True,False
95.0,38.41522497,7.673636553,336.7606331,2.3868690232864487,False,True,False
20.0,3.934783488,0.328469804,72.62590273,2.993246695155508,False,False,True
49.0,24.35904434,3.797367287,174.1981389,2.2577273259172848,False,False,True
29.0,11.21368878,0.55883658,98.99963768,2.428096783456143,False,False,False
53.0,7.635819371,1.554145839,56.18672988,0.9034693891574217,False,False,False
39.0,13.18725635,2.766352269,140.4152859,2.555160424013573,False,False,False
87.0,33.70789822,3.327272719,309.3616681,2.4941447313531966,False,False,True
38.0,9.437711713,4.377587812,133.5654887,2.57772298769704,True,False,False
43.0,9.726736048,0.337998227,152.2546677,2.8692251036434686,False,False,False
30.0,8.421994731,3.279480595,112.3081088,2.693144737015533,False,False,False
93.0,19.95638677,2.261406312,333.5791129,2.8952048462045545,True,False,False
86.0,25.26070742,6.765663894,307.6190894,2.6063589516075463,False,False,True
63.0,26.03598627,3.290816886,225.4862319,2.4422618805397946,False,False,True
93.0,28.03820883,2.924281836,333.9664321,2.6940926267755216,False,False,True
94.0,32.14620508,4.61092529,334.6459156,2.559293819412076,False,False,False
63.0,21.84654391,2.64241023,222.4683071,2.542815939301386,False,False,False
30.0,17.46901907,4.337634178,105.1853123,2.030343705015546,False,False,True
18.0,7.291955516,2.317959067,62.31766345,2.2570755611236217,False,True,False
24.0,3.426021221,0.00317676,86.11553566,3.1395571871861363,False,True,False
56.0,14.88018119,2.367556821,197.225133,2.692576431102646,False,False,False
40.0,17.42884965,3.306706147,143.8359148,2.3682324614061523,False,False,False
74.0,29.56295098,2.060719698,263.105633,2.4909722537677474,False,True,False
52.0,14.56589504,1.9982184,182.9860143,2.668830750070587,True,False,False
74.0,20.22086793,4.540904518,267.7373384,2.7109410024103093,False,False,False
53.0,30.47048529,6.806918967,336.8186903,3.7309301599008204,False,True,False
70.0,15.3541893,1.049369556,250.7513879,2.9020955990701927,False,True,False
99.0,33.87824351,8.091610987,356.5821434,2.529492171729442,True,False,False
42.0,15.21523612,1.501445964,145.2164746,2.4731723497634546,False,False,True
85.0,31.79693826,2.16250238,303.397391,2.5504271823045452,True,False,False
38.0,8.872274678,1.605213404,132.3443679,2.730017027205259,False,False,False
30.0,15.43267247,3.9865702,104.5039262,2.1146403820437176,False,False,False
49.0,21.03218038,5.087016957,174.5641128,2.3238282488146123,False,True,False
27.0,6.447508155,1.415638249,96.43343282,2.7660565028329103,True,False,False
30.0,4.561312156,1.652759623,104.1503565,2.8759637175180957,True,False,False
100.0,36.57380821,5.273156173,354.7973747,2.5012687176160786,True,False,False
21.0,1.380311071,5.286680958,80.94072509,2.9255339722207427,True,False,False
38.0,18.90360911,4.889993447,131.1015188,2.1216034245465556,False,False,False
39.0,9.722746017,0.903060425,135.5443199,2.7313272996060425,False,True,False
14.0,4.828279786,0.28603859,49.18778559,2.573347614203201,False,True,False
40.0,18.378401,1.320080106,141.3801238,2.368236530992588,True,False,False
33.0,17.44947546,0.887761603,119.3308074,2.3244493515215803,False,False,False
88.0,26.00963987,1.495600762,321.0466894,2.7794989010313014,False,False,True
67.0,28.48182095,1.520803886,240.4027581,2.4783118859561086,True,False,False
65.0,20.06155575,3.529274197,226.9989318,2.562329892786911,False,False,True
95.0,30.73728576,8.980234377,341.4281402,2.5344004243307565,False,True,False
95.0,36.42230623,9.997472195,335.3014311,2.3709656091550335,False,False,True
53.0,9.164463979,1.096681429,65.25918923,1.0315840601543602,False,False,False
77.0,31.6532001,7.776978403,273.9603772,2.353001435902986,False,False,True
70.0,21.43851856,5.708104984,249.3019048,2.5662436398222863,True,False,False
34.0,16.19365273,0.792203039,117.0546557,2.2958260469400735,True,False,False
59.0,13.45217597,1.50308216,208.7495053,2.8226458885865293,False,False,False
30.0,12.1555835,0.932529328,106.0995933,2.4623866383642863,False,False,False
68.0,22.38968684,1.506105779,243.0816632,2.6451881666423698,False,True,False
43.0,8.573864534,3.298362157,156.9537519,2.8603496042514918,False,True,False
18.0,8.477135293,0.608817354,61.70848657,2.2782468600688017,True,False,False
84.0,33.9556193,4.479871088,299.3466037,2.4449332685430174,False,False,True
61.0,28.38518716,6.157704568,222.4507601,2.3282816343186745,False,True,False
24.0,11.88643795,1.558209074,82.54907175,2.204562689483773,False,True,False
41.0,8.715248318,0.181466489,144.5920869,2.8978277920556645,False,False,True
67.0,18.30464111,4.895171905,234.021177,2.5944751898885072,False,True,False
51.0,24.00692574,4.152022007,183.3277351,2.31594456871678,False,False,True
100.0,36.73413489,7.359714283,354.1039697,2.4574537479032883,False,True,False
44.0,18.94795499,2.229813818,160.5796388,2.463717947649203,False,True,False
10.0,0.758569411,0.527880863,35.54799802,3.1496172097519493,False,False,True
21.0,1.397371107,1.444591132,77.54794767,3.2525824381664896,False,False,True
32.0,5.471955572,0.672964457,110.3748636,2.8935665225169322,False,True,False
98.0,31.36391464,5.657550436,351.4266721,2.6027466958841785,False,False,True
39.0,4.856123013,0.874163256,131.0772545,2.9303915855070692,False,False,False
53.0,38.1184237,6.676611421,328.5551842,3.359630514918111,False,True,False
40.0,19.63906306,0.795725948,146.1456862,2.418237717031727,False,True,False
44.0,19.01537456,6.543306951,153.5822256,2.207951937325214,True,False,False
49.0,24.87104934,5.036281432,174.9861639,2.2176160590910934,False,False,True
78.0,30.11726533,3.357794085,278.955153,2.5023996799275445,False,False,False
49.0,20.42365468,4.346777364,178.3746767,2.417969798436443,True,False,False
55.0,22.37478299,5.066577857,197.0111372,2.389712338271878,True,False,False
73.0,22.86737608,0.968984226,261.0908818,2.6962070959189357,False,False,True
58.0,17.39877506,4.007447145,204.099035,2.5703153900595517,False,False,True
82.0,23.43478708,5.914866129,288.0207452,2.5866335179274746,False,True,False
27.0,10.33353047,1.130122514,97.61236339,2.5377819270209336,False,False,False
94.0,29.34460985,3.436481014,336.3726161,2.6531765408205237,True,False,False
69.0,23.29045109,5.671686076,245.979961,2.510969728877791,True,False,False
94.0,37.09705521,7.596290451,334.643793,2.4128323634066065,False,False,True
70.0,23.80856837,3.766603039,246.4947988,2.526204107464823,False,True,False
88.0,27.46149343,1.524062069,312.1429635,2.668217987840971,False,False,False
64.0,23.08148805,3.056298128,219.5681841,2.435917204205645,False,False,False
39.0,11.78254265,2.956726836,138.3753078,2.5749383853468486,False,True,False
99.0,37.73241144,7.72405273,349.0483366,2.4162874164580903,False,False,False
81.0,26.42542193,3.055565435,288.649441,2.612661670431841,False,False,False
53.0,1.287060452,0.396178735,56.54529263,1.0340516302743579,False,False,False
25.0,0.413849392,3.055565435,92.35709194,3.244081148180461,False,False,False
94.0,30.49815694,8.823311925,331.4840935,2.4863519455794285,False,False,False
73.0,25.34020889,3.055565435,258.3589687,2.548025008141778,True,False,False
36.0,8.840112507,0.962941668,125.3870645,2.737526279818217,False,False,True
78.0,26.40676494,2.475101624,271.0264376,2.5357569652632472,False,False,False
89.0,29.68238385,3.055565435,320.2643973,2.630768788048424,False,False,False
44.0,6.313173395,1.310027864,152.8312537,2.960514845509612,False,False,False
79.0,27.88320654,7.467941688,282.7480985,2.472630164904338,False,False,True
41.0,13.14265735,3.055565435,142.6268646,2.493554129052473,False,False,True
26.0,15.26673306,2.205879856,88.96782897,2.046525916026906,False,False,False
17.0,8.197932469,2.119872253,63.25378214,2.3154782305424226,True,False,False
34.0,12.66039824,3.055565435,117.1141409,2.3556647049143216,True,False,False
13.0,8.077501591,0.013230147,48.30375112,2.2902833206573496,False,False,True
98.0,17.85951293,6.399729574,345.9528384,2.829666136600522,False,False,True
12.0,3.556576557,0.360014914,37.24327179,2.3399024758446036,False,True,False
11.0,3.785254654,1.569644569,45.55251127,2.7852517248127833,False,True,False
89.0,17.85951293,4.535458014,316.7256236,2.843266809228066,False,True,False
39.0,13.22123736,3.660566126,135.7731514,2.4296487036968135,False,True,False
86.0,27.14817277,4.409399375,308.3930492,2.623336324261752,False,False,True
22.0,17.85951293,4.132525561,78.03149813,1.7737640901992726,False,False,False
76.0,26.19267329,4.127600897,269.6030059,2.535762891523515,False,False,False
33.0,13.36586735,0.012138363,116.2374967,2.506306489746669,False,False,False
12.0,17.85951293,1.230026167,50.00921016,1.6085542472653016,False,True,False
83.0,28.40915338,4.085216067,292.857168,2.535683509094279,False,True,False
77.0,25.59837924,5.514786646,189.23117235,1.7503064571204485,False,False,True
37.0,10.25291621,0.86532872,135.5300789,2.8166047846749676,False,False,True
53.0,17.00707465,5.199634828,208.8163817,2.776565856282869,False,False,False
92.0,16.70376892,1.888403291,325.5137107,2.9433702602291674,False,False,False
100.0,32.920194,9.904286084,357.1245732,2.5004437123801373,False,False,True
94.0,30.37270595,5.94611293,334.0892379,2.563630032648129,True,False,False
100.0,36.46675337,5.635992458,189.23117235,1.3316503579673533,True,False,False
27.0,3.438824491,0.749518789,97.50795879,3.126423161198449,True,False,False
53.0,19.04450325,2.715095722,191.6180402,2.56312290107077,False,False,False
73.0,28.4645976,5.545684409,256.4252258,2.3962671715829473,True,False,False
78.0,26.39407008,3.83736988,279.5906387,2.5832663669940144,True,False,False
59.0,25.68728652,6.903109247,209.8956538,2.2916775502746036,False,False,False
44.0,15.72633981,5.470316628,159.6309441,2.448452924143496,True,False,False
74.0,24.22063365,0.285897607,189.23117235,1.9210012771265155,False,True,False
82.0,33.67469531,8.243045066,290.0198478,2.3404223392066474,False,False,True
47.0,14.16232438,4.388114516,170.1261872,2.5953477972880727,False,False,True
22.0,3.598474281,4.325620528,78.81257166,2.633749564123699,False,True,False
78.0,24.89028294,3.531093274,277.0940713,2.603744484029211,False,False,False
19.0,8.726782674,0.49783849,189.23117235,6.704471647306324,True,False,False
15.0,9.809647258,2.175099221,51.15173712,1.895579680906292,False,False,False
78.0,36.13477932,6.812528936,275.8154126,2.280459289066627,False,True,False
63.0,19.10204333,4.773049696,225.791715,2.5990385406830585,False,True,False
45.0,12.22739961,1.306053839,162.3039063,2.7728400894954,False,False,True
22.0,6.809751696,0.011450525,189.23117235,6.565693231634885,False,False,False
31.0,8.843924649,0.104810858,111.1277488,2.781758856435586,False,True,False
23.0,2.201752448,0.376547887,80.45443519,3.1454175663075774,False,False,True
19.0,4.894410734,0.147196027,69.99070666,2.9112324877361386,False,False,False
40.0,11.90789251,1.958036191,138.6769979,2.574484488511669,False,False,True
27.0,1.384415461,2.39812919,189.23117235,6.147353134558116,False,False,True
35.0,5.392624287,0.020639976,118.5011567,2.9322342270800594,False,False,False
63.0,20.77468172,6.259153285,229.0903237,2.5444914535438543,False,True,False
78.0,23.80959139,1.915047092,276.9190626,2.669752015072634,False,False,True
91.0,22.27671374,3.290079821,322.6677652,2.7680933423903977,True,False,False
44.0,16.60931402,5.15906663,157.490072,2.3946168423716543,True,False,False
16.0,12.25135762,1.463118167,56.81533661,1.9120423667328013,True,False,False
40.0,12.7084063,5.838251913,139.792394,2.3877091924088636,False,False,True
60.0,21.43888957,3.147751404,212.1691189,2.508305288600075,False,False,True
49.0,16.31903668,0.463311511,177.5025509,2.698331023158656,False,True,False
71.0,26.02394936,3.116428483,253.9861099,2.5363006947926556,True,False,False
59.0,21.27291211,3.385121455,215.9054823,2.580809912681576,False,False,True
92.0,33.29585958,1.229454172,327.6536439,2.589629175251271,False,False,False
60.0,19.01558716,5.895165277,214.4576138,2.5256826449526284,True,False,False
28.0,10.93200857,1.867646115,97.20055286,2.382386655241369,False,False,True
29.0,9.197032332,3.246667727,99.10933661,2.3914210475634694,False,True,False
97.0,31.70701011,4.365166691,347.1547599,2.6087704300437293,False,False,True
11.0,9.398839224,3.206508472,41.35123045,1.7517738345793186,True,False,False
49.0,13.76198317,2.502653025,173.1550912,2.653122752153878,False,False,True
38.0,4.338843042,0.028073247,139.8343646,3.3005556421935314,True,False,False
18.0,12.38447814,1.637157501,65.125304,2.0337906760957143,False,False,True
42.0,10.01903472,0.191093711,152.9496029,2.929500606422287,False,False,True
76.0,32.31926372,6.494517858,270.6378511,2.357189593273166,True,False,False
86.0,29.91962703,6.312902998,303.6096465,2.483869444823335,True,False,False
70.0,30.47388738,5.704360367,248.0514829,2.33617985004851,False,False,True
69.0,24.36246064,5.463176008,239.7328932,2.4258168359075443,False,False,False
47.0,14.59516994,0.573235814,162.1479537,2.608205112121074,False,False,True
46.0,17.87483166,3.918941935,167.5332259,2.471218476505578,False,True,False
98.0,33.5556744,5.401715328,343.7047069,2.5095740184783324,False,True,False
63.0,18.31721305,5.106410106,222.4538087,2.573993088654211,True,False,False
66.0,15.81007671,0.495169721,229.5582512,2.7891083637353358,True,False,False
76.0,21.43025018,3.608351353,269.0373261,2.6627182286576905,False,False,True
12.0,12.84827976,2.810375342,42.65152205,1.5420678226294473,False,False,True
75.0,38.27143199,8.586450249,263.5238127,2.162550405915889,False,True,False
85.0,25.24181707,5.969538042,296.2485996,2.5492224861717436,False,False,True
12.0,3.188668313,0.276135877,46.84859882,3.02936902688323,False,False,True
90.0,33.5117751,4.663526779,322.4697556,2.5158493943272924,False,False,False
88.0,35.4551909,4.091396616,312.3107698,2.448601533622547,False,False,False
35.0,18.81472652,3.041468747,123.9521411,2.180099117042805,True,False,False
89.0,26.11806108,4.020019107,320.5882954,2.690896939893628,False,False,True
54.0,22.45001505,3.389499568,188.8286445,2.3651026112003457,False,False,True
16.0,1.095054697,1.784711655,55.33417257,2.930871682325574,True,False,False
98.0,32.07909439,4.158338824,342.6522282,2.552583284676989,True,False,False
23.0,7.989787362,0.508955059,84.70733843,2.6892292174028563,True,False,False
93.0,33.74742661,2.79805324,333.0773697,2.5711230533529115,True,False,False
52.0,17.45288044,3.909853584,188.1163762,2.564195278470119,False,False,True
27.0,8.301393097,0.297735659,98.16192205,2.757424843816029,True,False,False
13.0,5.358821718,3.103557138,47.50814092,2.213554296042942,False,False,True
83.0,21.93601248,4.436259637,294.4933353,2.692577648793548,False,True,False
66.0,21.57823348,8.87423765,231.9942926,2.405270594750391,False,False,False
19.0,7.789507227,4.06782199,62.0795245,2.0118242918379012,False,False,False
85.0,23.77346122,4.542661031,304.9042152,2.6907399330575776,True,False,False
63.0,19.71906624,5.481915242,220.7061299,2.502309228214672,False,False,True
62.0,25.07908112,5.066101233,225.469526,2.4468943491396686,False,False,True
45.0,15.53732896,0.125813206,157.6872981,2.5993921921897964,True,False,False
23.0,6.621635323,0.113631173,79.93998662,2.6883897822389975,True,False,False
50.0,11.36398701,2.32129586,185.3102927,2.9097820461639725,True,False,False
60.0,19.49995648,4.912336165,216.2681567,2.5620457628076307,False,False,False
25.0,13.00455149,5.277124394,91.95954527,2.1246761681886452,False,True,False
31.0,12.22596591,0.397207276,111.1431062,2.547799668907836,False,False,False
77.0,21.03196536,1.86728813,275.3886734,2.7566639767490018,False,True,False
27.0,9.235845656,2.963209488,93.35175941,2.3814798358548925,False,False,True
77.0,25.58343965,3.870991902,276.0838978,2.593446733733586,False,False,False
95.0,25.54636769,1.963490079,333.3682547,2.721154532140481,False,True,False
48.0,25.37723103,3.997027881,172.8854592,2.234405364694505,False,True,False
14.0,4.643175727,0.637375788,53.97461493,2.799433143186205,False,True,False
24.0,4.014313143,1.258968767,91.49656896,3.1255999665942484,False,False,False
65.0,23.29031005,7.389827731,229.1969742,2.3954498761760097,True,False,False
35.0,9.531452188,0.103503553,125.3393415,2.8080982588466634,False,False,True
86.0,24.29320314,8.041212299,306.6065875,2.5910178908016164,False,True,False
48.0,14.41875328,3.117413536,170.2833159,2.5983105844150014,False,False,True
59.0,19.34086431,1.602340512,210.5717703,2.6340171221413384,False,True,False
88.0,26.30065656,4.204039947,314.1805472,2.6512075593682614,False,False,True
78.0,23.32245121,3.866739527,280.8316239,2.6697764469179277,True,False,False
79.0,31.05740864,3.806952761,286.677508,2.517710585407826,False,True,False
22.0,1.060644401,1.093882341,73.09318596,3.0260657449729798,False,False,False
46.0,17.61333015,3.480429694,160.6150905,2.3938901452750136,False,False,False
83.0,23.77898268,2.930681192,295.4915271,2.6933956104792616,False,True,False
26.0,12.10537618,4.007434704,94.00245512,2.232158175784807,False,False,False
34.0,2.089999917,0.217752116,123.1219261,3.391064420295007,False,False,True
50.0,3.497200302,3.337071447,174.7450326,3.0746418881152398,False,False,True
79.0,19.15584406,0.014711851,281.5928898,2.868404759317937,False,False,False
75.0,25.27194402,7.717105296,267.8036097,2.4799145042600292,False,False,True
32.0,13.45746031,0.91765612,116.7838444,2.5182436916633315,True,False,False
29.0,9.487993613,0.250432849,105.7767079,2.7305370290081457,False,True,False
96.0,36.72307745,3.950392592,343.0877465,2.510273181726991,False,False,True
74.0,27.96329539,2.837584957,258.3754265,2.4653936650580452,False,False,True
49.0,20.26585723,3.446132597,171.8566675,2.363525849160365,False,True,False
34.0,16.85678293,3.886005263,118.9163836,2.1722748790352244,True,False,False
37.0,12.22871601,1.749290106,129.0148388,2.5307941331881025,True,False,False
37.0,8.823525102,3.405839489,132.5496146,2.692490868026203,True,False,False
59.0,15.29205006,3.340436207,208.2744516,2.682825987096246,False,False,False
48.0,14.11561705,3.328378357,175.5461581,2.6823875438574354,True,False,False
80.0,24.55463481,4.832325799,285.5962329,2.6108800474021225,False,True,False
28.0,5.313706473,2.473598787,91.49752891,2.5567035082763874,False,False,True
64.0,25.52828252,3.140870036,226.276965,2.4417722484648894,False,False,True
50.0,21.17480421,4.486404533,180.3195365,2.383249481415174,False,False,False
46.0,18.54842127,2.45558294,164.7562034,2.4589008573820577,False,False,True
86.0,24.78624404,6.349962293,309.2043274,2.6396990057965533,True,False,False
69.0,29.59440206,8.243715012,246.091519,2.3034056172494584,False,False,True
85.0,29.50102223,2.518222112,300.5584458,2.568453141960044,True,False,False
52.0,9.837592493,2.080182174,183.7118744,2.8741907138836655,False,False,False
54.0,17.44304527,5.549219531,191.0034733,2.4808138037461545,False,False,True
17.0,2.249203812,0.395150251,61.86530832,3.149266609713722,False,False,True
93.0,26.50281649,3.537618612,331.6478588,2.695437955214197,True,False,False
85.0,24.48397916,5.918985615,297.0564909,2.5740802368393916,False,True,False
21.0,1.505943316,2.438904189,73.87341975,2.9614700885701004,True,False,False
88.0,37.96929695,4.739682162,314.311367,2.4046654570737447,False,False,False
75.0,29.4842347,7.237783972,268.7997822,2.405969614540872,False,False,True
38.0,3.046308751,1.743629417,132.3260378,3.092456859378185,False,False,False
95.0,36.36570198,1.944664898,339.115278,2.543802750991931,False,False,False
46.0,25.28199938,2.798757505,163.6396214,2.208935603263714,True,False,False
75.0,26.07549862,5.143706423,269.4449939,2.53668810448094,True,False,False
64.0,10.93089931,3.085375073,225.0640548,2.8848346909659943,True,False,False
35.0,8.978475946,0.05362699,125.3289243,2.8463079422339583,False,False,True
30.0,6.122317863,2.606806497,104.5246807,2.6988650641416156,True,False,False
86.0,27.73800583,5.293540405,307.8933318,2.586653215376506,False,False,False
79.0,23.18345295,0.762159967,282.7108546,2.7462156627105214,False,False,True
16.0,16.92417111,6.447476349,54.65466518,1.3881731831749002,False,False,True
63.0,22.81607513,4.717042117,228.4241305,2.5231002471371244,False,False,True
78.0,22.76810931,2.964101681,277.3993307,2.6741870056550483,False,True,False
24.0,12.79448447,3.973162998,86.22925533,2.115139349104813,False,False,True
34.0,14.44535454,1.270283967,124.595707,2.506167289442674,False,False,True
36.0,14.75867975,0.807413059,125.0736865,2.4255024898487263,False,True,False
64.0,17.61714144,5.116676896,228.5424705,2.6349868469371938,False,True,False
79.0,37.37903665,4.767527236,281.1147925,2.3204520498371832,False,False,False
11.0,7.228354408,5.250181854,46.52969738,1.9817971981204079,False,True,False
22.0,5.120816808,2.205299711,74.74160402,2.548636263228918,False,True,False
46.0,3.159829936,4.261809686,161.1829547,3.0171847184117864,False,False,True
49.0,15.44552256,0.062410122,174.556761,2.705973571661327,True,False,False
39.0,8.437964502,2.926366891,141.5900868,2.8113167172845506,True,False,False
38.0,0.857280644,0.218739353,137.697369,3.523833005781334,False,False,True
23.0,4.037914202,2.876505548,78.65146156,2.6292156831823554,False,True,False
17.0,8.482697909,0.946148453,58.92532301,2.2295836224892573,False,False,True
57.0,17.50937376,3.912910486,204.4533806,2.607082700609149,False,False,False
24.0,8.822604644,0.388314589,86.78602638,2.6131774845233777,True,False,False
38.0,13.97381157,2.937255499,133.3876269,2.429157436193839,False,False,True
55.0,13.23675142,0.603918273,199.1316965,2.892646126018854,True,False,False
84.0,27.93352343,3.978525877,300.5678307,2.593068041648786,False,False,False
23.0,3.424421953,1.254887329,82.71102545,2.988189647629228,False,False,True
25.0,21.57160034,0.182594127,89.0932451,1.9055668933165708,False,True,False
61.0,24.02670153,4.468540014,214.5067384,2.396850767697393,False,False,False
92.0,36.2813941,7.693023889,334.2548231,2.4582184505253073,True,False,False
52.0,14.71875781,5.067918073,184.2832675,2.5670957072918403,False,True,False
42.0,25.04344301,7.954162784,151.1302268,2.015134019279463,False,False,False
